168,167,166,169,167,168,169,166,167
167,167,167,168,169,169,168,170,166
168,170,170,169,169,167,166,168,167
170,166,166,169,167,166,169,166,167
168,169,167,168,168,168,168,168,168
166,168,167,168,168,169,168,166,168
168,164,168,170,167,169,169,168,166
167,166,166,168,169,168,167,166,169
167,169,167,170,169,170,166,167,169
