147,145,156,169,162,156,144,147,141
149,153,152,158,147,164,161,138,146
128,165,168,157,145,170,159,139,146
146,163,151,141,165,155,138,150,144
165,161,138,129,154,152,155,156,149
160,162,141,154,161,140,153,154,146
155,142,144,156,154,134,144,169,157
153,152,171,162,150,153,154,160,158
145,156,161,165,163,152,155,142,143
