145,151,142,151,147,149,145,152,151
148,143,144,142,146,150,149,148,151
144,148,142,143,143,151,149,147,144
143,148,143,146,149,153,143,145,144
144,140,143,146,151,151,145,148,148
146,142,144,148,148,144,143,146,150
147,144,141,147,148,146,146,148,150
149,145,149,150,148,144,149,151,146
148,149,152,151,144,144,146,150,145
